fixed_baseline_cap_ratio,lhs_sample_id,demand_scale,PV_potential_scale,PV_capacity_factor_scale,wind_potential_scale,wind_capacity_factor_scale,grid_existing_capacity_scale,grid_carbon_factor_scale,PV_capex,wind_capex,BESS_power_capex,BESS_energy_capex,BESS_degradation_cost,TOU_price_scale,DR_fraction
0.14,47,0.9056260560408208,0.9741209952532319,0.9184240483512138,1.062385183630907,1.1107920714456296,0.9798035305514021,1.1854659943865458,4072.884702850643,10928.051371822625,952.1399619351362,1400.3530016283948,0.021419094929670774,1.1450264945301885,0.022994402717672526
0.14,48,1.0241224413227799,0.8595981162072578,1.0662561489093114,1.2716572440934861,1.005583656673754,0.9191326957704888,0.9314145377278448,5610.98419528034,10409.969413175308,774.3496154110537,1100.2750342990187,0.01797754755827175,1.170548152867127,0.02229908489749967
0.14,49,1.0772204332188946,0.8865620507079689,0.9496661277089101,1.2492535155299498,0.9727351884450448,0.887932858389868,1.0672039495283754,6023.517749641601,9832.266126602797,546.6413852877437,1395.6289595280646,0.10999837995944771,0.9799960427395045,0.11705347978131429
0.14,50,0.9232858949678502,1.1204560992260024,1.0853676091374393,0.7771814688687531,1.195590426087716,0.8434868677044455,0.8966656059030584,6386.43003619926,10039.794897158088,917.9656168776003,1255.6319852807173,0.02730713876668612,1.0038913011170632,0.12981517949989343
0.14,51,0.9233958489441978,1.1919561666739107,1.0159684263952826,1.2177958802712276,0.9958312921145065,1.0065992576412168,0.9430992463485268,4814.3506090915325,11297.045735325522,683.3110419907093,1380.780907893399,0.11295551929924226,1.0842423416335103,0.1438847272439116
0.14,52,1.0406038101924617,1.128685011019106,0.9104122608362385,1.23466947119864,0.9564011287075662,0.8474230865823494,1.098749773313313,4777.1462760630575,11463.631023634991,646.725252475663,1115.7792581193428,0.08036248782076605,1.1602541522816538,0.030988492371313407
0.14,53,0.9903412484032112,0.9458239755297759,0.9384519074180833,0.8866696352579359,1.0652267116046004,1.18384237650094,1.1719362386289132,4166.068731760943,9918.536557029853,553.82161448065,1005.8830918921475,0.08234212251316925,1.1048612074100879,0.04823173252965413
0.14,54,0.9167816090159643,0.98932360440253,0.9775573655157037,0.8644214719036049,0.8268648579358047,1.1552650026274915,1.048113951643752,5865.152912647065,10895.744282195586,686.1431074088582,1484.0354436555529,0.04041312142159368,0.9444853403073108,0.06661548638586876
0.14,55,0.9459304138959557,1.069559285580256,1.0466942886851687,0.7278540678633167,1.1719931113658562,0.9973122659640938,0.9819111143686671,5290.930832614878,9116.828534552458,580.5138705281286,1314.8341853302086,0.05200227777747794,0.9104028453223677,0.13219278045656913
0.14,56,1.0659354441025446,0.9516108286503229,0.9464268701032011,1.1512497128348613,0.9416797747347122,0.9916356913048596,1.0812508415715325,6448.089605065072,10665.700754065747,737.7809320191145,1308.321954741154,0.019354019750492234,1.1326806845167683,0.060629693377359725
0.14,57,0.9430282331759712,0.9067241908674842,1.094111829400009,0.7190048549007706,1.077397947906284,1.0261575107473115,0.8095450701875005,5414.349277748612,10192.411691687837,810.9706550227113,1166.3437594793727,0.09227151464777726,0.9553653392151941,0.07621972482458374
0.14,58,1.0558306669923345,0.9185361162630149,1.080451950025738,1.2544080631573575,0.9481319438981978,0.8137510895633208,0.9689293792703437,5156.102436001471,9293.215290211941,636.7635572239687,1364.6990857724718,0.003157408150712162,0.9221958804541844,0.12054384863223676
0.14,59,1.008209921877624,0.9949205685133651,0.9722122597201696,1.0286362639231394,0.8413869970305411,0.904302179068033,0.8771350623734835,4392.987867224223,11044.482809070509,732.778837781716,1032.7450563019956,0.03494999016807147,1.1886363936085707,0.08346007819177913
